phyloseq_name,Extraction_ID,FWD_barcode,REV_barcode,nucleic_acid,amplification,DO_ID,date_collected,Tree,sample_depth_cm,core_top_depth_cm,core_bottom_depth_cm,Sample_Notes,Sample_Date_yr.mo.dy,Avenza_Name,Site_Notes,Sampler_LB,Sampler_GB,Sampler_RM,Sampler_DG,Tree_Burn_Status,Tree_Health,latitude,longitude,Trees_within_10m,Trees_within_10m_count,Closest_Tree_Identity,Closest_Tree_Health,Closest_Tree_Distance_m,Closest_Tree_Location_degrees,Second_Closest_Tree_Identity,Second_Closest_Tree_Health,Second_Closest_Tree_Distance_m,Second_Closest_Tree_Location_degrees,Sampler_EW,Sampler_BL,Sampler_DL,PerCMoisture,FM_AD_correction,FM_OD_correction,AD_OD_correction,bulk_density_g_cm3,bulk_density_notes,Hue,Value_dry,Value_wet,Chroma_dry,Chroma_wet,clay_percent,silt_percent,sand_percent,TextureClass,pH_FM_CaCl2,Total_Exchange_Capacity_meq_per_100_g,pH_AD_H20,organic_matter_percent,S_ppm,P_mg_per_kg,Ca_mg_per_kg,Mg_mg_per_kg,K_mg_per_kg,Na_mg_per_kg,Ca_percent,Mg_percent,K_percent,Na_percent,other_bases_percent,H_percent,B_mg_per_kg,Fe_mg_per_kg,Mn_mg_per_kg,Cu_mg_per_kg,Zn_mg_per_kg,Al_mg_per_kg,NO3-N_ppm,NH4-N_ppm,Bray_I_P_ppm,carbon_percent,nitrogen_percent,C_per_N_Ratio,PLFA_Total_Living_Microbial_Biomass_ng_g,PLFA_Total_Bacteria_ng_g,PLFA_Total_Bacteria_Percent_of_Total_Biomass,PLFA_Gram_Plus_Bacteria_ng_g,PLFA_Gram_Plus_Bacteria_Percent_of_Total_Biomass,PLFA_Actinobacteria_ng_g,PLFA_Actinobacteria_Percent_of_Total_Biomass,PLFA_Gram_Negative_Bacteria_ng_g,PLFA_Gram_Negative_Bacteria_Percent_of_Total_Biomass,PLFA_Total_Fungi_ng_g,PLFA_Arbuscular_Mycorrhizal_Fungi_ng_g,PLFA_Saprotrophic_Fungi_Percent_of_Total_Biomass,PLFA_Saprotrophic_Fungi_ng_g,PLFA_Protozoa_Percent_of_Total_Biomass,PLFA_Protozoa_ng_g,PLFA_Undifferentiated_Percent_of_Total_Biomass,PLFA_Undifferentiated_ng_g,PLFA_Fungi_Bacteria_Ratio_ng_g,PLFA_Predator_Prey_Ratio_ng_g,PLFA_Gram_Positive_Gram_Negative_Ratio_ng_g,PLFA_Saturated_Unsaturated_Ratio_ng_g,PLFA_Monounsaturated_Polyunsaturated_Ratio_ng_g,PLFA_Arbuscular_Mycorrhizal_Fungi_Percent_of_Total_Biomass
DO_PCR_R_bc002_PCR_F_bc011_R1.fastq.gz,D35-D,PCR_F_bc011,PCR_R_bc002,DNA,PCR_ITS,DO_T07_0-7.5,290523,T07,0-7.5,0,7.5,"Some roots, fire layer",230529,Tree 07 dead,NA,TRUE,FALSE,FALSE,FALSE,burned,dead,38.488857,-122.151742,yes,2,Pine,dead,2.43,45,Oak,dead,5.57,104,TRUE,TRUE,FALSE,5.981367774719464,0.9880131854959544,0.9435620817101188,0.9550096046911332,0.8658749605579729,"Some roots, fire layer",10YR,5,3,3,2,27.92,35.99,36.09,ClLo,6.94,25.84,7.4,7.36,17,64,4192,327,411,16,81.11,10.55,4.08,0.27,4,0,1.09,138,124,2.74,4,442,3.5,4,43,4.41,0.34,12.97,5620.31,1570.77,27.95,651.35,11.59,204.56,3.64,919.43,16.36,1177.81,159.05,18.13,1018.76,2.25,126.69,48.84,2745.04,0.75,0.08,0.71,1.09,1.67,2.8299150758588048
DO_PCR_R_bc002_PCR_F_bc012_R1.fastq.gz,D36-D,PCR_F_bc012,PCR_R_bc002,DNA,PCR_ITS,DO_T02_22.5-30,80523,T02,22.5-30,22.5,30,NA,230508,NA,Test Glade & Laura Monday May 8 2023,TRUE,TRUE,FALSE,FALSE,burned,dead,38.48673,-122.15038,yes,NA,Oak,dead,NA,NA,Oak,dead,NA,NA,FALSE,FALSE,FALSE,28.636421079236698,0.8122605363984674,0.7773848118675705,0.9570633768746976,1.1082458355246596,NA,10YR,6,4,4,4,27.64,38.48,33.88,ClLo,5.61,13.78,6.3,3.91,5,11,1642,355,159,12,59.58,21.47,2.96,0.38,5.1,10.5,0.27,82,34,2.64,1.61,462,0.8,2,3,1.74,0.11,15.82,2398.18,1014.46,42.3,356.65,14.87,168.26,7.02,657.81,27.43,216.74,45.29,7.15,171.46,1.36,32.64,47.3,1134.33,0.21,0.03,0.54,1.92,13.5,1.8885154575553127
DO_PCR_R_bc002_PCR_F_bc013_R1.fastq.gz,D37-D,PCR_F_bc013,PCR_R_bc002,DNA,PCR_ITS,DO_T03_37.5-45,200523,T03,37.5-45,37.5,45,"just a couple roots, large bag has a hole but doesn't seem to have gotten wet",230520,Tree 03,"Saturday May 20 2023 LB,RM,DG",TRUE,FALSE,TRUE,TRUE,unburned,living,38.486593,-122.150304,yes,2,Blue_Oak,living,3.05,344,Blue_Oak,living,6.68,290,FALSE,FALSE,FALSE,14.219759926131124,0.9191592562651576,0.8755052546483427,0.9525065963060684,1.1889560014097995,"just a couple roots, large bag has a hole but doesn't seem to have gotten wet",10YR,5,4,4,4,33.54,36.34,30.12,ClLo,6.31,18.7,6.6,2.7,4,6,2340,508,259,19,62.57,22.64,3.55,0.44,4.8,6,0.23,64,45,3.5,0.87,596,0,0.8,3,0.88,0.1,8.8,1918.66,502.85,26.21,275.44,14.36,174.18,9.08,227.41,11.85,92.13,16.8,3.93,75.33,0,0,68.99,1323.68,0.18,0,1.21,3.59,2.92,0.8756111035827088
DO_PCR_R_bc002_PCR_F_bc014_R1.fastq.gz,D38-D,PCR_F_bc014,PCR_R_bc002,DNA,PCR_ITS,DO_T02_0-7.5,80523,T02,0-7.5,0,7.5,cores taken 50 cm (40-50) from trunk on N side of dead tree,230508,NA,Test Glade & Laura Monday May 8 2023,TRUE,TRUE,FALSE,FALSE,burned,dead,38.48673,-122.15038,yes,NA,Oak,dead,NA,NA,Oak,dead,NA,NA,FALSE,FALSE,FALSE,29.50257289879932,0.8030565461029037,0.7721854304635761,0.961557980208069,1.07380080929943,cores taken 50 cm (40-50) from trunk on N side of dead tree,10YR,5,3,3,3,17.67,36.69,45.64,Lo,6.76,18.28,7,3.77,7,42,2410,549,285,28,65.92,25.03,4,0.67,4.4,0,0.67,216,157,3.2,3.3,760,6.8,2.4,21,1.33,0.09,14.78,5202.31,1481.23,28.47,541.06,10.4,183.73,3.53,940.17,18.07,963.6,158.07,15.48,805.53,2.34,121.86,50.66,2635.63,0.65,0.08,0.58,1.13,2.23,3.038457915810476
DO_PCR_R_bc002_PCR_F_bc015_R1.fastq.gz,D39-D,PCR_F_bc015,PCR_R_bc002,DNA,PCR_ITS,DO_T04_7.5-15,220523,T04,7.5-15,7.5,15,Lots of potential oak roots,230522,Tree 04,"center of core distance from trunk is 47cm. Live and burned, west side of tree",TRUE,FALSE,FALSE,FALSE,unburned,living,38.488092,-122.150914,yes,1,Manzanita,living,6.8,0,NA,NA,NA,0,TRUE,FALSE,FALSE,8.64344439636522,0.9520063725978292,0.92044209897441,0.9668444723355296,1.0767829935814086,Lots of potential oak roots,10YR,6,4,3,3,22.38,39.94,37.68,Lo,6.4,19.09,7.4,4.73,7,23,2813,394,353,17,73.68,17.2,4.74,0.39,4,0,0.62,88,76,2.98,2.94,469,0,1.8,9,2.34,0.19,12.32,3086.37,1163.04,37.68,428.66,13.89,213.99,6.93,734.38,23.79,307.92,68.92,7.74,239,1.57,48.32,50.77,1567.11,0.26,0.04,0.58,1.48,10.67,2.2330439966692266
DO_PCR_R_bc002_PCR_F_bc016_R1.fastq.gz,D40-D,PCR_F_bc016,PCR_R_bc002,DNA,PCR_ITS,DO_T06_22.5-30,280523,T06,22.5-30,22.5,30,"Scooped off loose material. One side flush, other side 1.5cm from flush",230528,Tree 06 alive,Sampling ESE side of tree,TRUE,FALSE,FALSE,FALSE,burned,living,38.488087,-122.151882,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,8.56526429341963,0.958962639109698,0.9211049284578696,0.9605222256760956,1.235952626045819,"Scooped off loose material. One side flush, other side 1.5cm from flush",10YR,6,4,4,3,35.59,40.76,23.65,ClLo,4.66,26.59,5.6,3.73,7,11,2443,592,201,22,45.94,18.55,1.94,0.36,6.2,27,0,108,43,3.45,1.36,751,0,3.2,3,1.24,0.12,10.33,3402.67,1124.26,33.04,629.99,18.51,320.67,9.42,494.27,14.53,330.25,54.19,8.11,276.06,1.02,34.76,56.23,1913.4,0.29,0.03,1.27,2.37,3.13,1.5925728912883117
DO_PCR_R_bc002_PCR_F_bc017_R1.fastq.gz,D41-D,PCR_F_bc017,PCR_R_bc002,DNA,PCR_ITS,DO_T02_30-37.5,80523,T02,30-37.5,30,37.5,NA,230508,NA,Test Glade & Laura Monday May 8 2023,TRUE,TRUE,FALSE,FALSE,burned,dead,38.48673,-122.15038,yes,NA,Oak,dead,NA,NA,Oak,dead,NA,NA,FALSE,FALSE,FALSE,21.61805305485537,0.8471180418476114,0.822246348203711,0.9706396364907376,1.336783325580458,NA,10YR,6,4,4,4,30.68,39.8,29.52,ClLo,5.2,19.36,5.9,3.26,6,10,2033,480,209,20,52.51,20.66,2.77,0.45,5.6,18,0.29,126,80,3.99,1.6,811,0.8,3.8,2,1.32,0.1,13.2,2386.02,683.05,28.63,277.49,11.63,142.06,5.95,405.56,17,161.89,27.03,5.65,134.86,0.47,11.29,64.11,1529.79,0.24,0.02,0.68,2.18,6.77,1.1328488445193252
DO_PCR_R_bc002_PCR_F_bc018_R1.fastq.gz,D42-D,PCR_F_bc018,PCR_R_bc002,DNA,PCR_ITS,DO_T06_0-7.5,280523,T06,0-7.5,0,7.5,NA,230528,Tree 06 alive,Sampling ESE side of tree,TRUE,FALSE,FALSE,FALSE,burned,living,38.488087,-122.151882,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,4.708566687409243,0.9899960380348654,0.9550316957210776,0.9646823411705852,0.9003921189642641,NA,10YR,4,3,3,2,22.29,38.96,38.75,Lo,6.95,19.17,7.4,4.27,10,66,3027,303,250,24,78.95,13.17,3.34,0.54,4,0,0.71,206,133,2.95,5.21,774,0,2.1,36,2.3,0.22,10.45,5158.41,1361.89,26.4,554.61,10.75,153.13,2.97,807.28,15.65,1187.7,101.67,21.05,1086.03,1.5,77.47,48.88,2521.29,0.87,0.06,0.69,1.04,0.66,1.970956166725793
DO_PCR_R_bc002_PCR_F_bc019_R1.fastq.gz,D43-D,PCR_F_bc019,PCR_R_bc002,DNA,PCR_ITS,DO_T03_22.5-30,200523,T03,22.5-30,22.5,30,yes roots,230520,Tree 03,"Saturday May 20 2023 LB,RM,DG",TRUE,FALSE,TRUE,TRUE,unburned,living,38.486593,-122.150304,yes,2,Blue_Oak,living,3.05,344,Blue_Oak,living,6.68,290,FALSE,FALSE,FALSE,13.643982567884672,0.9095378564405112,0.8799410029498526,0.9674594594594595,1.0834541003906046,yes roots,10YR,5,4,4,3,22.56,43.09,34.35,Lo,6.47,21.43,6.7,3.61,5,12,2858,503,349,18,66.68,19.56,4.18,0.37,4.7,4.5,0.43,86,77,4.84,2.7,582,0,0,3,1.74,0.14,12.43,2187.26,813.67,37.2,335.14,15.32,183.15,8.37,478.52,21.88,219.42,40.49,8.18,178.92,1.3,28.5,50.96,1114.67,0.27,0.04,0.7,2.44,4.13,1.8511745288625951
DO_PCR_R_bc002_PCR_F_bc020_R1.fastq.gz,D44-D,PCR_F_bc020,PCR_R_bc002,DNA,PCR_ITS,DO_T04_30-37.5,220523,T04,30-37.5,30,37.5,"Could not hammer fully flush w/ surface. Either subtract 1cm from height (6.5cm) or don't use for bulk density. Also hat to shift, composition bulk density is suspect.",230522,Tree 04,"center of core distance from trunk is 47cm. Live and burned, west side of tree",TRUE,FALSE,FALSE,FALSE,unburned,living,38.488092,-122.150914,yes,1,Manzanita,living,6.8,0,NA,NA,NA,0,TRUE,FALSE,FALSE,10.83912228470614,0.9385196975726224,0.902208515718265,0.9613101547593812,NA,NA,10YR,6,5,6,6,37.08,34.91,28.01,ClLo,4.32,36.07,5.3,2.52,6,4,2096,1150,142,47,29.05,26.57,1.01,0.57,6.8,36,0.25,125,33,5.49,1.07,1062,0,1.7,2,0.62,0.06,10.33,1782.17,442.13,24.81,191.38,10.74,99.08,5.56,250.74,14.07,121.26,14.07,6.01,107.19,0,0,68.39,1218.78,0.27,0,0.76,2.54,2.44,0.7894869737454899
DO_PCR_R_bc002_PCR_F_bc021_R1.fastq.gz,D45-D,PCR_F_bc021,PCR_R_bc002,DNA,PCR_ITS,DO_T05_7.5-15,260523,T05,7.5-15,7.5,15,losts of grass roots,230526,Tree 05,Sampling SW of tree,TRUE,FALSE,FALSE,FALSE,burned,dead,38.488087,-122.151009,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,5.329284891634388,0.9803180914512925,0.949403578528827,0.9684648144392616,1.15205584966699,losts of grass roots,10YR,6,4,4,3,20.31,38.7,40.99,Lo,6.85,13.91,7.6,3.22,9,15,2110,269,200,18,75.84,16.12,3.69,0.56,3.8,0,0.48,63,86,2.31,1.78,397,0,0.9,6,1.41,0.12,11.75,2494.43,871.01,34.92,360.6,14.46,188.74,7.57,510.41,20.46,229.34,47.96,7.27,181.38,1.1,27.45,54.79,1366.63,0.26,0.03,0.71,1.97,7.41,1.9226837393713192
DO_PCR_R_bc002_PCR_F_bc022_R1.fastq.gz,D46-D,PCR_F_bc022,PCR_R_bc002,DNA,PCR_ITS,DO_T04_22.5-30,220523,T04,22.5-30,22.5,30,Lost about 50% of sample after seiving,230522,Tree 04,"center of core distance from trunk is 47cm. Live and burned, west side of tree",TRUE,FALSE,FALSE,FALSE,unburned,living,38.488092,-122.150914,yes,1,Manzanita,living,6.8,0,NA,NA,NA,0,TRUE,FALSE,FALSE,8.299638220898062,0.953134211043427,0.9233641186873648,0.9687661065869498,1.376515909835718,Lost about 50% of sample after seiving,10YR,6,4,3,3,29.48,37.52,33,ClLo,5.78,23.21,6.4,2.78,5,7,2298,929,236,28,49.5,33.35,2.61,0.52,5,9,0.23,97,37,4.06,0.87,688,0,1.4,3,0.74,0.08,9.25,788.51,292.29,37.07,130.81,16.59,67.19,8.52,161.48,20.48,95.47,15.43,10.15,80.04,0,0,50.82,400.74,0.33,0,0.81,2.58,4.31,1.956855334745279
DO_PCR_R_bc003_PCR_F_bc001_R1.fastq.gz,D47-D,PCR_F_bc001,PCR_R_bc003,DNA,PCR_ITS,DO_T06_30-37.5,280523,T06,30-37.5,30,37.5,"Lots of roots! Almost dropped, some loose material fell out",230528,Tree 06 alive,Sampling ESE side of tree,TRUE,FALSE,FALSE,FALSE,burned,living,38.488087,-122.151882,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,9.844223279965377,0.9607051408311996,0.9103801457553674,0.9476166068682726,1.1569352873367642,"Lots of roots! Almost dropped, some loose material fell out",10YR,6,5,4,4,34.68,42.04,23.28,ClLo,4.61,27.27,5.4,2.45,7,11,2241,571,160,22,41.09,17.45,1.5,0.35,6.6,33,0,94,30,3.16,1.16,674,0,4.3,3,0.94,0.09,10.44,2196.33,796.91,36.28,417.43,19.01,226.69,10.32,379.48,17.28,158.64,27.89,5.95,130.76,0.69,15.07,55.81,1225.7,0.2,0.02,1.1,2.43,4.43,1.2698456060792322
DO_PCR_R_bc003_PCR_F_bc002_R1.fastq.gz,D48-D,PCR_F_bc002,PCR_R_bc003,DNA,PCR_ITS,DO_T07_7.5-15,290523,T07,7.5-15,7.5,15,some roots,230529,Tree 07 dead,NA,TRUE,FALSE,FALSE,FALSE,burned,dead,38.488857,-122.151742,yes,2,Pine,dead,2.43,45,Oak,dead,5.57,104,TRUE,TRUE,FALSE,8.547008547008554,0.960330908003588,0.921259842519685,0.9593149974052932,1.3118620707257622,some roots,10YR,6,4,3,3,27.99,44.12,27.89,ClLo,6.48,23.84,7.3,4.3,7,23,3597,404,562,15,75.44,14.12,6.04,0.27,4.1,0,0.68,84,49,3.22,1.57,558,0,2.1,9,1.71,0.15,11.4,2739.73,639.57,23.34,326.68,11.92,128.15,4.68,312.89,11.42,278.16,36.84,8.81,241.33,0.6,16.56,65.5,1794.44,0.43,0.03,1.04,2.51,2.23,1.3446580502458272
DO_PCR_R_bc003_PCR_F_bc003_R1.fastq.gz,D49-D,PCR_F_bc003,PCR_R_bc003,DNA,PCR_ITS,DO_T03_15-22.5,200523,T03,15-22.5,15,22.5,yes roots,230520,Tree 03,"Saturday May 20 2023 LB,RM,DG",TRUE,FALSE,TRUE,TRUE,unburned,living,38.486593,-122.150304,yes,2,Blue_Oak,living,3.05,344,Blue_Oak,living,6.68,290,FALSE,FALSE,FALSE,12.017406828832844,0.9229006873194542,0.8927183982468374,0.9672962763086886,0.9110936391831984,yes roots,10YR,5,4,4,3,18.39,42.42,39.19,Lo,6.09,16.18,6.7,4.53,7,13,2189,363,257,14,67.65,18.7,4.07,0.38,4.7,4.5,0.32,69,59,3.29,2.87,419,0,2.6,2,2.29,0.18,12.72,3397.46,1270.86,37.41,450.36,13.26,208.86,6.15,820.5,24.15,386.92,56.94,9.71,329.98,0.99,33.69,50.21,1705.98,0.3,0.03,0.55,1.65,4.05,1.675957921506066
DO_PCR_R_bc003_PCR_F_bc004_R1.fastq.gz,D50-D,PCR_F_bc004,PCR_R_bc003,DNA,PCR_ITS,DO_T06_15-22.5,280523,T06,15-22.5,15,22.5,"Lots of rooots, some sample spilled",230528,Tree 06 alive,Sampling ESE side of tree,TRUE,FALSE,FALSE,FALSE,burned,living,38.488087,-122.151882,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,TRUE,7.714592274678108,0.967626257595378,0.9283793206494672,0.9594399835289272,1.2991291822508104,"Lots of rooots, some sample spilled",10YR,6,4,3,3,33.39,42.04,24.57,ClLo,4.67,33.94,5.4,3.52,7,11,2842,663,255,25,41.87,16.28,1.93,0.32,6.6,33,0.25,182,62,3.66,1.49,906,0,4,3,1.36,0.11,12.36,2620.3,612.73,23.38,355.5,13.57,159.88,6.1,257.23,9.82,324.94,31.07,11.22,293.87,0.98,25.63,63.24,1657.01,0.53,0.04,1.38,2.34,1.9,1.1857420906003129
DO_PCR_R_bc003_PCR_F_bc005_R1.fastq.gz,D51-D,PCR_F_bc005,PCR_R_bc003,DNA,PCR_ITS,DO_T02_7.5-15,80523,T02,7.5-15,7.5,15,NA,230508,NA,Test Glade & Laura Monday May 8 2023,TRUE,TRUE,FALSE,FALSE,burned,dead,38.48673,-122.15038,yes,NA,Oak,dead,NA,NA,Oak,dead,NA,NA,FALSE,FALSE,FALSE,21.655426118945428,0.8523334341296239,0.8219937506299768,0.964403973509934,0.9143181702712369,NA,10YR,5,3,4,3,23.02,49,27.98,Lo,6.25,17.71,6.8,5.1,5,33,2685,306,129,14,75.8,14.4,1.87,0.34,4.6,3,0.49,116,122,2.9,4.17,426,0,1.5,17,2.53,0.15,16.87,2927.52,960.48,32.81,302.94,10.35,123.55,4.22,657.54,22.46,233.04,54.77,6.09,178.26,1.1,32.09,58.14,1701.92,0.24,0.03,0.46,1.82,10.71,1.8708668087664644
DO_PCR_R_bc003_PCR_F_bc006_R1.fastq.gz,D52-D,PCR_F_bc006,PCR_R_bc003,DNA,PCR_ITS,DO_T03_7.5-15,200523,T03,7.5-15,7.5,15,yes root,230520,Tree 03,"Saturday May 20 2023 LB,RM,DG",TRUE,FALSE,TRUE,TRUE,unburned,living,38.486593,-122.150304,yes,2,Blue_Oak,living,3.05,344,Blue_Oak,living,6.68,290,FALSE,FALSE,FALSE,10.359268238924406,0.9371879368883564,0.9061314160175752,0.9668620138518912,1.0760494141265435,yes root,10YR,5,4,4,3,23.34,39.13,37.53,Lo,6.81,19.54,6.9,4.39,6,12,2807,411,330,14,71.83,17.53,4.33,0.31,4.5,1.5,0.5,66,52,3.23,1.93,475,0,1.4,3,2.44,0.15,16.27,3408.07,1270.03,37.27,536.08,15.73,252.57,7.41,733.95,21.54,336.15,68.09,7.87,268.06,1.16,39.59,51.71,1762.3,0.26,0.03,0.73,1.97,10.21,1.9979049726091307
DO_PCR_R_bc003_PCR_F_bc007_R1.fastq.gz,D53-D,PCR_F_bc007,PCR_R_bc003,DNA,PCR_ITS,DO_T05_15-22.5,260523,T05,15-22.5,15,22.5,"Bag mislabled 7.5-15, one huge root",230526,Tree 05,Sampling SW of tree,TRUE,FALSE,FALSE,FALSE,burned,dead,38.488087,-122.151009,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,5.803152071808791,0.9750419256190196,0.9451514254710468,0.9693443949817888,1.2573424473689387,"Bag mislabled 7.5-15, one huge root",10YR,6,4,4,4,23.25,42.19,34.56,Lo,6.6,19.99,7.3,2.74,8,9,2875,470,312,19,71.91,19.59,4,0.41,4.1,0,0.46,71,81,4.83,1.47,597,0,1.4,3,1.04,0.08,13,3409.3,1465.35,42.98,626.75,18.38,342.19,10.04,838.6,24.6,226.52,46.93,5.27,179.6,0.39,13.24,49.99,1704.18,0.15,0.01,0.75,2.85,10.72,1.376528906227085
DO_PCR_R_bc003_PCR_F_bc008_R1.fastq.gz,D54-D,PCR_F_bc008,PCR_R_bc003,DNA,PCR_ITS,DO_T03_0-7.5,200523,T03,0-7.5,0,7.5,"no oak roots in top core, ash layer @ top, Augered to 8.5cm with huge root, no roots",230520,Tree 03,"Saturday May 20 2023 LB,RM,DG",TRUE,FALSE,TRUE,TRUE,unburned,living,38.486593,-122.150304,yes,2,Blue_Oak,living,3.05,344,Blue_Oak,living,6.68,290,FALSE,FALSE,FALSE,6.194968553459115,0.9758167999210344,0.9416641989931892,0.9650010115314588,0.9567735597225774,"no oak roots in top core, ash layer @ top, Augered to 8.5cm with huge root, no roots",10YR,6,4,3,3,17.53,39.64,42.83,Lo,6.77,18.23,7.2,7.04,7,28,2718,366,304,11,74.55,16.73,4.28,0.26,4.2,0,0.61,73,107,2.59,3.52,401,0,2,14,3.7,0.27,13.7,6135.09,2040.66,33.26,741.01,12.08,300.01,4.89,1299.65,21.18,1177.17,173.78,16.36,1003.39,1.67,102.21,45.88,2815.04,0.58,0.05,0.57,1.03,4.08,2.832558283578562
DO_PCR_R_bc003_PCR_F_bc009_R1.fastq.gz,D55-D,PCR_F_bc009,PCR_R_bc003,DNA,PCR_ITS,DO_T04_15-22.5,220523,T04,15-22.5,15,22.5,ditto,230522,Tree 04,"center of core distance from trunk is 47cm. Live and burned, west side of tree",TRUE,FALSE,FALSE,FALSE,unburned,living,38.488092,-122.150914,yes,1,Manzanita,living,6.8,0,NA,NA,NA,0,TRUE,FALSE,FALSE,8.670831538130113,0.9508375458420062,0.920210129844385,0.9677890128218491,1.259658793624907,ditto,10YR,6,4,3,3,27.92,36.66,35.42,ClLo,6.21,20.96,7.1,3.26,6,12,2702,671,339,20,64.46,26.68,4.15,0.41,4.3,0,0.4,83,42,3.93,1.68,568,0,1.5,5,1.27,0.12,10.58,2896.32,974.81,33.66,456.19,15.75,252.73,8.73,518.62,17.91,250.68,49.89,6.93,200.79,0.53,15.47,57.15,1655.36,0.26,0.02,0.88,2.4,3.92,1.722530659595625
DO_PCR_R_bc003_PCR_F_bc010_R1.fastq.gz,D56-D,PCR_F_bc010,PCR_R_bc003,DNA,PCR_ITS,DO_T03_30-37.5,200523,T03,30-37.5,30,37.5,"yes roots, hole in large bag, soil got wet w/ ice water",230520,Tree 03,"Saturday May 20 2023 LB,RM,DG",TRUE,FALSE,TRUE,TRUE,unburned,living,38.486593,-122.150304,yes,2,Blue_Oak,living,3.05,344,Blue_Oak,living,6.68,290,FALSE,FALSE,FALSE,12.9151291512915,0.9109477124183006,0.8856209150326798,0.9721973094170404,1.213315007256279,"yes roots, hole in large bag, soil got wet w/ ice water",10YR,5,3,4,4,30.93,36.43,32.64,ClLo,6.01,25.95,6.6,2.71,6,8,3302,666,377,27,63.62,21.39,3.73,0.45,4.8,6,0.35,88,56,4.32,1.31,744,0,1.9,2,1.06,0.09,11.78,2536.9,709.15,27.95,359.1,14.16,207.61,8.18,350.05,13.8,193.54,27.68,6.54,165.86,0.42,10.66,64,1623.55,0.27,0.02,1.03,2.66,2.07,1.091095431432063
DO_PCR_R_bc003_PCR_F_bc011_R1.fastq.gz,D57-D,PCR_F_bc011,PCR_R_bc003,DNA,PCR_ITS,DO_T04_0-7.5,220523,T04,0-7.5,0,7.5,NA,230522,Tree 04,"center of core distance from trunk is 47cm. Live and burned, west side of tree",TRUE,FALSE,FALSE,FALSE,unburned,living,38.488092,-122.150914,yes,1,Manzanita,living,6.8,0,NA,NA,NA,0,TRUE,FALSE,FALSE,7.40106951871658,0.9631547500497908,0.9310894244174468,0.966708023159636,0.9727394537755044,NA,10YR,4,3,2.5,2,22.86,37.71,39.43,Lo,7.03,19.65,7.6,5.91,11,70,3232,228,310,12,82.24,9.67,4.05,0.27,3.8,0,0.62,104,176,2.53,6.39,350,0,3.8,41,3.76,0.36,10.44,3320.2,972.89,29.3,366.38,11.03,155.66,4.69,606.51,18.27,484.2,77.68,12.24,406.51,2.47,81.92,53.35,1771.47,0.5,0.08,0.6,1.26,2.6,2.3396180952954646
DO_PCR_R_bc003_PCR_F_bc012_R1.fastq.gz,D58-D,PCR_F_bc012,PCR_R_bc003,DNA,PCR_ITS,DO_T05_22.5-30,260523,T05,22.5-30,22.5,30,"One big oak root, straight rocks, lots of grass root",230526,Tree 05,Sampling SW of tree,TRUE,FALSE,FALSE,FALSE,burned,dead,38.488087,-122.151009,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,5.709178845547253,0.9804058086333798,0.9459916451163716,0.9648980420006088,0.9801822669739,"One big oak root, straight rocks, lots of grass root",10YR,6,4,4,4,22.83,33.09,44.08,Lo,6.63,22.65,7.3,2.92,4,8,3162,616,277,16,69.8,22.66,3.14,0.31,4.1,0,0.51,73,56,3.98,0.93,608,0,0,4,0.81,0.07,11.57,3112.49,1189.63,38.22,636.56,20.45,304.96,9.8,553.07,17.77,162.67,34.81,4.11,127.86,0,0,56.55,1760.19,0.14,0,1.15,3.91,10.81,1.1183971675411009
DO_PCR_R_bc003_PCR_F_bc013_R1.fastq.gz,D59-D,PCR_F_bc013,PCR_R_bc003,DNA,PCR_ITS,DO_T05_30-37.5,260523,T05,30-37.5,30,37.5,NA,230526,Tree 05,Sampling SW of tree,TRUE,FALSE,FALSE,FALSE,burned,dead,38.488087,-122.151009,no,0,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,7.848775292864739,0.9509232744149304,0.9272242519996052,0.9750778816199378,0.9180572050997712,NA,10YR,6,5,6,4,28.33,36.15,35.52,ClLo,6.61,24.18,7.4,2.72,4,5,2942,951,193,19,60.84,32.78,2.05,0.34,4,0,0.39,68,38,4.28,0.75,655,0,0,3,0.58,0.06,9.67,3132.4,1080,34.48,608.81,19.44,316.6,10.11,471.19,15.04,178.78,34.5,4.61,144.29,0.3,9.48,59.51,1864.13,0.17,0.01,1.29,3.61,3.83,1.1013919039713955
