Cust ID,Name,Company,Address 1,Address 2,City,ST,Zip,Date Received,Date Reported,Lab No,Results For,Field ID,Sample ID 1,Current Crop,Season,Total Living Microbial Biomass ng/g,Total Bacteria ng/g,Total Bacteria % of Total Biomass,Gram (+) ng/g,Gram (+) % of Total Biomass,Actinomycetes ng/g,Actinomycetes % of Total Biomass,Gram (-) ng/g,Gram (-) % of Total Biomass,Rhizobia ng/g,Total Fungi ng/g,Arbuscular Mycorrhizal ng/g,Saprophytes % of Total Biomass,Saprophytes ng/g,Protozoa % of Total Biomass,Protozoa ng/g,Undifferentiated % of Total Biomass,Undifferentiated ng/g,Fungi:Bacteria ng/g,Predator:Prey ng/g,Gram(+):Gram(-) ng/g,Saturated:Unsaturated ng/g,Monounsaturated:Polyunsaturated ng/g,Pre 16:1 w7c:17:0 cyclo ng/g,Pre 18:1 w7c:19:0 cyclo ng/g,Functional Group Diversity Index,Sample Depth,Beginning Depth,End Depth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003254,GLADE BOGAR,,DO-T03-30-37.5,,,2536.9,709.15,27.95,359.1,14.16,207.61,8.18,350.05,13.8,0,193.54,27.68,6.54,165.86,0.42,10.66,64,1623.55,0.27,0.02,1.03,2.66,2.07,0,0.49,1.86,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003255,GLADE BOGAR,,DO-T03-37-5-45,,,1918.66,502.85,26.21,275.44,14.36,174.18,9.08,227.41,11.85,0,92.13,16.8,3.93,75.33,0,0,68.99,1323.68,0.18,0,1.21,3.59,2.92,0,0.41,1.69,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003256,GLADE BOGAR,,DO-T04-0-7.5,,,3320.2,972.89,29.3,366.38,11.03,155.66,4.69,606.51,18.27,0,484.2,77.68,12.24,406.51,2.47,81.92,53.35,1771.47,0.5,0.08,0.6,1.26,2.6,0,3.32,2.12,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003257,GLADE BOGAR,,DO-T04-7.5-15,,,3086.37,1163.04,37.68,428.66,13.89,213.99,6.93,734.38,23.79,0,307.92,68.92,7.74,239,1.57,48.32,50.77,1567.11,0.26,0.04,0.58,1.48,10.67,2.18,1.4,2.08,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003258,GLADE BOGAR,,DO-T04-15-22.5,,,2896.32,974.81,33.66,456.19,15.75,252.73,8.73,518.62,17.91,0,250.68,49.89,6.93,200.79,0.53,15.47,57.15,1655.36,0.26,0.02,0.88,2.4,3.92,0,0.64,1.99,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003259,GLADE BOGAR,,DO-T04-22.5-30,,,788.51,292.29,37.07,130.81,16.59,67.19,8.52,161.48,20.48,0,95.47,15.43,10.15,80.04,0,0,50.82,400.74,0.33,0,0.81,2.58,4.31,1.29,0.5,2.1,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003260,GLADE BOGAR,,DO-T04-30-37.5,,,1782.17,442.13,24.81,191.38,10.74,99.08,5.56,250.74,14.07,0,121.26,14.07,6.01,107.19,0,0,68.39,1218.78,0.27,0,0.76,2.54,2.44,0.96,0.27,1.69,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003261,GLADE BOGAR,,DO-T04-37-5-45,,,1556.76,262.71,16.88,113.94,7.32,55.59,3.57,148.77,9.56,0,64.21,0,4.12,64.21,0,0,79,1229.84,0.24,0,0.77,3.25,1.89,0,0.16,1.31,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003262,GLADE BOGAR,,DO-T05-0-7.5,,,2371.19,666.08,28.09,256.5,10.82,131.26,5.54,409.58,17.27,0,229.92,32.15,8.34,197.77,0.6,14.32,61.61,1460.87,0.35,0.02,0.63,1.7,4.53,0,1.57,1.89,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003263,GLADE BOGAR,,DO-T05-7.5-15,,,2494.43,871.01,34.92,360.6,14.46,188.74,7.57,510.41,20.46,0,229.34,47.96,7.27,181.38,1.1,27.45,54.79,1366.63,0.26,0.03,0.71,1.97,7.41,0,0.63,2.03,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003264,GLADE BOGAR,,DO-T05-15-22.5,,,3409.3,1465.35,42.98,626.75,18.38,342.19,10.04,838.6,24.6,0,226.52,46.93,5.27,179.6,0.39,13.24,49.99,1704.18,0.15,0.01,0.75,2.85,10.72,0,0.37,1.99,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003265,GLADE BOGAR,,DO-T05-22.5-30,,,3112.49,1189.63,38.22,636.56,20.45,304.96,9.8,553.07,17.77,0,162.67,34.81,4.11,127.86,0,0,56.55,1760.19,0.14,0,1.15,3.91,10.81,0,0.3,1.87,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003266,GLADE BOGAR,,DO-T05-30-37.5,,,3132.4,1080,34.48,608.81,19.44,316.6,10.11,471.19,15.04,0,178.78,34.5,4.61,144.29,0.3,9.48,59.51,1864.13,0.17,0.01,1.29,3.61,3.83,0,0.36,1.88,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003267,GLADE BOGAR,,DO-T05-37-5-45,,,2335.39,863.92,36.99,516.25,22.11,278.13,11.91,347.67,14.89,0,169.47,26.29,6.13,143.18,0,0,55.75,1302,0.2,0,1.48,3.99,3.95,None,0.34,1.96,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003268,GLADE BOGAR,,DO-T06-0-7.5,,,5158.41,1361.89,26.4,554.61,10.75,153.13,2.97,807.28,15.65,0,1187.7,101.67,21.05,1086.03,1.5,77.47,48.88,2521.29,0.87,0.06,0.69,1.04,0.66,0,4.83,2.15,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003269,GLADE BOGAR,,DO-T06-7.5-15,,,2531.4,603.88,23.86,289.87,11.45,132.72,5.24,314.01,12.4,0,315.92,28.48,11.35,287.44,0.51,12.98,62.61,1584.8,0.52,0.02,0.92,2,1.92,1.8,0.99,1.9,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98477,,UC DAVIS BOGAR LAB  -  GLADE BOGAR,1 SHIELDS AVENUE,,DAVIS,CA,95616,8/20/2024 4:05:00 PM,9/27/2024 4:44:01 PM,B24-003270,GLADE BOGAR,,DO-T06-15-22.5,,,2620.3,612.73,23.38,355.5,13.57,159.88,6.1,257.23,9.82,0,324.94,31.07,11.22,293.87,0.98,25.63,63.24,1657.01,0.53,0.04,1.38,2.34,1.9,0,0.94,1.92,IN,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
